title,price
"HP Stream 14"" HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 288GB Storage (128GB eMMC + 160GB Docking Station Set), Intel UHD Graphics, 720p Webcam, Wi-Fi, 1 Year Office 365, Win 11 S, Silver",309.
"AOC 2025 AX15 Laptop Computer, 15.6-inch FHD Screen, Work Laptops with N97 Processor(Up to 3.6GHz) 16GB RAM, 512GB SSD, Windows 11 Laptop Computer, Light&Thin, Metal Shell, Webcam, Type-C, USB3.2",379.
"HP Stream 14"" HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 416GB Storage (128GB eMMC + 288GB Docking Station Set), Intel UHD Graphics, 720p Camera, Wi-Fi, 1 Year Office 365, Win 11 S, Gold",299.
"NIMO 15.6 IPS-FHD-Laptop, 16GB RAM 1TB SSD Intel Pentium Quad Core N100, Backlit Keyboard Fingerprint (Beat to i3-1115G4 Up to 3.4GHz) Computer for Student-Home WiFi 6 BT5.2 Win 11",
"HP Chromebook 14 Laptop, Intel Celeron N4120, 4 GB RAM, 64 GB eMMC, 14"" HD Display, Chrome OS, Thin Design, 4K Graphics, Long Battery Life, Ash Gray Keyboard (14a-na0226nr, 2022, Mineral Silver)",172.
"Lenovo IdeaPad 3i Chromebook, 15.6” FHD Display, Intel Celeron N4500, 8GB RAM, 64GB eMMC, 1920x1080 px, 720p Camera, Chrome OS, Abyss Blue",189.
"HP Pavilion 15.6"" HD Touchscreen Anti-Glare Laptop, 16GB RAM, 1TB SSD Storage, Intel Core Processor up to 4.1GHz, Up to 11 Hours Long Battery Life, Type-C, HDMI, Windows 11 Home, Silver",410.
"Lenovo IdeaPad 1 Student Laptop, 15.6"" FHD Display, Intel Dual Core Processor, 12GB RAM, 512GB SSD + 128GB eMMC, 1 Year Office 365, Wi-Fi 6, Webcam, Bluetooth, SD Card Reader, Windows 11 Home, Grey",349.
"17.6 inch Student-Laptop Computer, 2025 16GB RAM 384GB SSD Expandable 512GB Windows 11 Laptop, Quad-Cores Processor, 1080P FHD Display, 1 Year Office 365, Backlit Keyboard, WiFi 6, Type C",389.
"HP 15.6"" Business Laptop, Free Microsoft Office 2024 Lifetime License, Copilot AI Chat, HD Touchscreen Display, Intel 6-Core i3-1215U 4.4 GHz, 16GB RAM, 1TB SSD, Long Battery Life, Windows 11 Pro",439.
"Dell Inspiron 15 3000 3520 Business Laptop Computer[Windows 11 Pro], 15.6'' FHD Touchscreen, 11th Gen Intel Quad-Core i5-1135G7, 16GB RAM, 1TB PCIe SSD, Numeric Keypad, Wi-Fi, Webcam, HDMI, Black",493.
"HP 14"" HD Chromebook Laptop for Students, Intel Quad-Core N4120(> N4020), 4GB RAM, 64GB eMMC, WiFi, Webcam, HDMI, USB-A&C, 14 Hours Battery life, ZOOM, Chrome OS, CUE Accessories",173.
"2025 LX15 Laptop, 15.6-inch FHD (1920 x 1080) Display, Intel N97 Processor, 16GB DDR4 RAM, 512GB SSD, Traditional Laptop Computer, Lightweight, Numeric Keypad, Webcam",369.
"ASUS Chromebook CM14 Laptop, 14"" HD Anti-Glare Display (1366x768), MediaTek Kompanio 520, 4GB RAM, 64GB eMMC, ChromeOS, Gray, CM1402CM2A-DS44, Gravity Grey",152.
"jumper 17.6 Inch Laptop, 16GB RAM(Supports Expandable up to 32GB), 640GB ROM, Office 365, Windows 11 Laotop with Celeron N5095, IPS FHD Display 100% sRGB, Backlit Keyboard, WiFi-6, Numpad, BT5.2",399.
"HP 250 G9 Laptop Computer • Back to School Limited Edition • 16GB RAM • 512GB SSD • Intel Celeron N4500 Processor • 15.6"" Full HD • Long Battery Life • Fast Wi-Fi 6 • Windows 11 Pro • Astroid Silver",
"NIMO 15.6"" FHD IPS Student-Laptop-Computer - Intel Core i3-1215U(Beat i5-1135G7, 6 Cores Up to 4.4GHz), 8GB RAM 256GB SSD, 65W Type-C, 2 Years Warranty, Fingerprint, Backlit Keyboard, Wi-Fi 6, BT5.2",
"Lenovo Legion 5i – Gaming Laptop - Intel® Core™ i7-14700HX - 15"" 2.5K WQXGA PureSight OLED Display–165Hz Refresh Rate–NVIDIA® GeForce RTX™ 5070 – 16 GB Memory – 1 TB Storage – 3 Months of PC GamePass","1,479."
"Acer Nitro V Gaming Laptop | Intel Core i7-13620H Processor | NVIDIA GeForce RTX 4050 Laptop GPU | 15.6"" FHD IPS 165Hz Display | 16GB DDR5 | 1TB Gen 4 SSD | Wi-Fi 6 | Backlit KB | ANV15-52-76NK",849.
"SGIN Win 11 Laptops Computer, 15.6 Inch Laptop with Celeron N4000 Processor, 4GB RAM 128GB SSD, BT5.0, Standard HDMI, Webcam, Wi-Fi 5, 7000mah Battery, Type-C, 180° Viewing, USB3.2(Gray)",633.
"Apple 2025 MacBook Air 13-inch Laptop with M4 chip: Built for Apple Intelligence, 13.6-inch Liquid Retina Display, 16GB Unified Memory, 256GB SSD Storage, 12MP Center Stage Camera, Touch ID; Sky Blue",
"15.6 inch Win11 Laptop Computer, 1920x1080 IPS Screen, 12GB DDR5 RAM / 512GB SSD, N95(Beats N5095) Processor Notebook PC, Support Fingerprint, WiFi 5, BT, Full Size Keyboard",239.
"acer Chromebook Plus 515 Laptop with Google AI – 15.6"" Full HD 1920 x 1080 IPS Touch Display | Intel Core i3-1305U | 8GB LPDDR5X | 256GB SSD | Wi-Fi 6E | FHD Camera | Chrome OS | CB515-2HT-33M4",425.
"15.6"" Laptop Computer, Windows 11 Laptop, 16GB RAM, 512GB SSD(Expandable to 2TB), Intel Quad-Core N5095(Up to 2.9 GHz), 1080P FHD Display, Fingerprint, Backlit KB, Wi-Fi 5, BT5.0, Quad-Speaker",275.
"ASUS Vivobook Laptop, 14"" FHD Display, i3-1215U, 16GB RAM, 512GB SSD, Wi-Fi 6, HDMI, Webcam, Touchpad, Windows 11 Home, Blue",319.
"2025 New Gaming Laptop, Laptop with AMD Ryzen 7 7735HS (8C/16T, Up to 4.75GHz), 16GB DDR5 512GB NVMe SSD Laptop Computer, Up to 4TB, 16-inch FHD Display, WiFi 6, Backlit KB, Type-C, Dual Fans",599.
"HP 14"" HD Laptop, Windows 11, Intel Celeron Dual-Core Processor Up to 2.60GHz, 4GB RAM, 64GB SSD, Webcam(Renewed)",
"ACEMAGIC 2025 Gaming Laptop Computer,16 Inch FHD Display Laptop with AMD Ryzen 7 7735HS Processor up to 4.7GHz,16GB Ram DDR5 4800MHz 512GB SSD Notebook with Backlit Keyboard",599.
"HP Envy 17.3"" 4K Ultra 7 Business Laptop, 17.3"" 4K UHD 3840 * 2160 Display, Intel Core Ultra 7 155H, 64GB DDR5 RAM, 2TB SSD, HDMI, Webcam, Backlit KB, Wi-Fi 7, W11P, Adata 512 External SSD Bundle",
"HP 14"" HD Laptop, Windows 11, Intel Celeron Dual-Core Processor Up to 2.60GHz, 4GB RAM, 64GB SSD, Webcam, Dale Pink (Renewed)",
"HP New 14"" HD Ultral Light Thin Laptop, Quad-Core Intel Celeron Processor, 8GB RAM, 192GB (64GB eMMC+ 128GB SD), Wi-Fi, Upto 11 Hours, Windows 11 S + 1 Year Office 365+HubxcelAccessory, White",279.
"Lenovo IdeaPad 1i Laptop, 15.6"" FHD Touchscreen, Intel Core i5-1235U Processor, 16GB RAM, 512GB SSD, Webcam, HDMI, Wi-Fi 6, Windows 11 Home, Blue",473.
"ASUS Vivobook 16 Laptop, Copilot+ PC, 16” WUXGA 60Hz Display, AMD Ryzen AI 5 340 with XDNA NPU, AMD Radeon Graphics, 16GB RAM, 512GB SSD, Quiet Blue, M1607KA-DS54",799.
"Laptop for Student, Home and Business, Quad-Core N5095 Processor, 2.9GHz, 8GB RAM, 128GB SSD, 1TB Expandable, 14 Inch Laptop Computer with MS Office Pro 2024, Win 11, WiFi 5, BT 5.0, USB 3.0",218.
"jumper 16 inch Convertible Laptop, Laptop Computer with IPS FHD 360 Degree Touchscreen, 16GB RAM 640GB Storage, Fingerprint Reader, Backlit Keyboard, Celeron N5095, 53.2WH, 1 Year Office 365",399.
"Lenovo IdeaPad 1 Student Laptop, Intel Dual Core Processor, 20GB RAM, 1TB SSD + 128GB eMMC, 15.6"" FHD Display, 1 Year Office 365, Windows 11 Home, Wi-Fi 6, Webcam, Bluetooth, SD Card Reader, Grey",409.
"ASUS Vivobook Go 15.6” Slim Laptop, AMD Ryzen 5 7520U, 8GB, 512GB, Windows 11 Home, Cool Silver, Military Grade Durability, Fast Charging, Webcam Shield, E1504FA-AS54",405.
"2025 AMD Laptop, 16.0inch Laptop Computer with AMD Ryzen 7 5000 Series(8C/16T, Up to 4.5GHz), 16GB RAM 512GB NVMe SSD Windows 11 Laptop, Radeon RX Vega 8 Graphics,WiFi 6, Backlit KB",499.
"HP 17 Business Laptop, 17.3” HD+ Display, 11th Gen Intel Core i3-1125G4 Processor, 32GB RAM, 1TB SSD, Wi-Fi, HDMI, Webcam, Windows 11 Pro, Silver",530.
"ASUS ROG Strix G16 (2025) Gaming Laptop, 16” ROG Nebula Display 16:10 2.5K 240Hz/3ms, NVIDIA® GeForce RTX™ 5070 Ti GPU, Intel® Core™ Ultra 9 275HX Processor, 32GB DDR5, 1TB SSD, Wi-Fi 7, Win11 Home","2,159."
"Lenovo LOQ 15"" - NVIDIA GeForce RTX 5050 Graphics - 15.6"" IPS LCD FHD 144hz Display - Intel Core i7-13650HX - 24GB DDR5-1 TB SSD - Windows 11 Home - Luna Grey",979.
"Dell Chromebook 11 5190 Intel Celeron N3350 X2 1.1GHz 4GB 16GB 11.6in, Black (Renewed)",
"Lenovo ThinkPad P15 Mobile Workstation (15.6"" FHD, NVIDIA RTX A2000 4GB, Intel 8-Core i7-11850H, 128GB RAM, 4TB SSD), Laptop for Engineer, Designer, Architect, IST HUB, Backlit, Win 11 Pro, Black",
"AOC 2025 AX15 Laptop Computer, 15.6-inch FHD Screen, Work Laptops with N97 Processor(Up to 3.6GHz) 16GB RAM, 512GB SSD, Windows 11 Laptop Computer, Light&Thin, Metal Shell, Webcam, Type-C, USB3.2",379.
"Acer Swift X 14 Laptop | 14.5"" OLED 2880 x 1800 120Hz Calman Verified | Unlock AI Experiences | Intel Core Ultra 7 Processor 155H | NVIDIA GeForce RTX 4060 | 16GB LPDDR5X | 1TB SSD | SFX14-72G-77NJ","1,099."
"HP 14 Laptop, Intel Celeron N4020, 4 GB RAM, 64 GB Storage, 14-inch Micro-edge HD Display, Windows 11 Home, Thin & Portable, 4K Graphics, One Year of Microsoft 365 (14-dq0040nr, Snowflake White)",172.
"HP 17t Performance Business Laptop, 17.3"" FHD Display, Intel Core i7-1355U, 32GB RAM, 1TB SSD, Fingerprint Reader, HDMI, Wi-Fi 6, Backlit KB, W11P, Silver, with ADATA 512GB External SSD Bundle",
"Lenovo Flagship Chromebook, 14'' FHD Touchscreen Slim Thin Light Laptop Computer, 8-Core MediaTek Kompanio 520 Processor, 4GB RAM, 64GB eMMC, WiFi 6,Chrome OS, Abyss Blue",201.
"HP 17 Laptop, 17.3"" HD+ Touchscreen Display, 12th Gen Intel Core i7-1255U, 64GB RAM, 2TB SSD, Webcam, HDMI, SuperSpeed USB Ports, Wi-Fi 6, Windows 11 Home, Silver",
"Dell Inspiron 15.6"" Touchscreen Laptop, 13th Gen Intel Core i5-1334U, 16GB RAM 512GB SSD, Windows 11 Pro, USB-C HDMI, Lifetime Office – Lightweight Student & Business Laptop Computer, Mytrix Accessory",
"Lenovo ThinkBook 16 G7 Business Laptop, 16” FHD+, AMD Ryzen 7 7735HS, 32GB DDR5, 1TB NVMe, WiFi 6E + BT, Backlit KB, Fingerprint Reader, HD Webcam, Win 11 Pro",829.
"HP 2023 Chromebook Laptop, 14 Inch Display, Intel Celeron N4120 Processor, 4GB RAM, 64GB eMMC, Intel UHD Graphics 600, WiFi, Bluetooth, Chrome OS, Modern Gray",169.
GIGABYTE AERO X16; Copilot+ PC - 165Hz 2560x1600 WQXGA - NVIDIA GeForce RTX 5070 - AMD Ryzen AI 9 HX 370-1TB SSD with 32GB DDR5 RAM - Windows 11 Home - Space Gray AERO X16 2WHA3USC64AH,"1,599."
"Dell Latitude 5540 Business Laptop (15.6"" FHD Anti-Glare, Intel 14-Core i7-1370P vPro, 32GB DDR5 RAM, 1TB SSD) Backlit KB, 1080p RGB Webcam, 2x Thunderbolt 4, Ethernet, Win 11 Pro w/Copilot, Gray",
"Asus Vivobook i7 Laptop, 16"" FHD+ IPS Screen, Intel Core i7-1355U, 16GB RAM, 1TB SSD, Numeric Keypad, Webcam, HDMI, Wi-Fi, Windows 11 Home, Indie Black",
GIGABYTE - AORUS Master 16 Gaming Laptop - 240Hz 2560x1600 OLED - NVIDIA GeForce RTX 5080 - Intel Core Ultra 9 275HX - 1TB SSD with 32GB DDR5 RAM - Windows 11 Home AD (AORUS Master 16 BYHC5USE64SH),"2,899."
"ASUS ROG Strix G16 (2025) Gaming Laptop, 16” FHD+ 16:10 165Hz/3ms Display, NVIDIA® GeForce RTX™ 5060 Laptop GPU, Intel® Core™ i7 Processor 14650HX, 16GB DDR5, 1TB Gen 4 SSD, Wi-Fi 7, Windows 11 Home","1,274."
"Dell Inspiron 16 Laptop 2024 16” WUXGA 1920 x 1200 Touchscreen, Intel Core 7 150U Intel Iris Xe Graphics 32GB DDR5 1TB SSD Backlit KB FP Wi-Fi 6E Bluetooth 5.2 1080p FHD Camera Windows 11 Home",859.
"HP Chromebook 14 Laptop, Intel Celeron N4000 Processor, 4 GB RAM, 32 GB eMMC, 14” HD Display, Chrome, Lightweight Computer with Webcam and Dual Mics, Home, School, Music, Movies (14a-na0021nr, 2021)",179.
"Lenovo V15 Laptop, 15.6"" FHD Display, AMD Ryzen 5 5500U Hexa-core Processor (Beat Intel i7-1065G7), 16GB RAM, 512GB SSD, HDMI, RJ45, Numeric Keypad, Wi-Fi, Windows 11 Pro, Black",
"Asus TUF Gaming A16 Laptop | 16"" WUXGA 165Hz 100% sRGB | AMD 8-core Ryzen 7 7735HS | 32GB DDR5 1TB SSD | Radeon RX7700S 8GB Graphic (>RTX4060) | Backlit USB-C USB4 Win11Pro w/DLCA Accessory",
"HP 15.6 inch Laptop, HD Touchscreen Display, AMD Ryzen 3 7320U, 8 GB RAM, 128 GB SSD, AMD Radeon Graphics, Windows 11 Home in S Mode, Natural Silver, 15- fc0099nr",
"Early 2020 Apple MacBook Air with 1.2GHz Core i7 (13.3 inches, 16GB RAM, 512GB SSD) Space Gray (Renewed)",
"jumper 2 in 1 Laptop, 16 inch Convertible Laptop Computer with IPS FHD 360 Degree Touchscreen, 640GB Storage, 16GB RAM, Fingerprint Reader, Backlit Keyboard, Celeron N5095, 53.2WH, WiFi 6",399.
"Laptop Computer Win 11, 15.6 inch 1920x1080 FHD IPS Display, 16GB RAM / 512GB SSD Notebook PC with Intel Core i3-5005U, Support 2.4G/5G Hz WiFi, RJ45, BT5.0",219.
"Dell Inspiron 15 Laptop, 15.6"" Touchscreen FHD Computer, 8-Core AMD Ryzen 7 7730U (Beat Ultra 5 125U), 32GB DDR4 RAM, 1TB PCIe SSD, WiFi, Bluetooth, Webcam, HDMI, Windows 11 Pro, Type C to RJ45 Cable",649.
"ASUS 15.6” Vivobook Go Slim Laptop, Intel Dual Core N4500, 4GB RAM, 128GB SSD, Windows 11, Star Black, L510KA-ES04",229.
